WorkOrderNumber;DateCreated;DatePrinted;ProductNumber;ControlType;ControlPosition;StackPosition;HeadrailType;TrackWidthNumeric;TrackWidthFraction;LouverQty;FinalLouverLengthNumeric;FinalLouverLengthFraction;LouverComponentNumber;LouverComponentDesc;ValanceBaseWidthNumeric;ValanceBaseWidthFraction;ValanceInsert ComponentNumber;ValanceInsertComponentDesc
3454086.004;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;29.2500;29 1/4;10;33.0000;33;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;29.5000;29 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.005;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;22.7500;22 3/4;8;41.0000;41;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;23.0000;23;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.006;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;67.5000;67 1/2;22;54.0000;54;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;67.7500;67 3/4;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.007;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;62.5000;62 1/2;20;53.5000;53 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;62.7500;62 3/4;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.008;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;26.7500;26 3/4;9;48.5000;48 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;27.0000;27;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.009;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;30.2500;30 1/4;10;33.7500;33 3/4;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;30.5000;30 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.01;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;28.2500;28 1/4;9;54.5000;54 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;28.5000;28 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.011;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;50.2500;50 1/4;16;33.2500;33 1/4;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2;50.5000;50 1/2;68-3418-40     ;3.5X16 CR BRUSSELS SPROUT -2
3454086.012;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.7500;33 3/4;11;28.5000;28 1/2;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1;34.0000;34;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1
3454086.013;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;43.2500;43 1/4;14;28.0000;28;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1;43.5000;43 1/2;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1
3454086.014;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;26.5000;26 1/2;9;21.5000;21 1/2;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1;26.7500;26 3/4;68-3415-40     ;3.5X16 BRUSSELS WILLOW -1
3454092.001;02/28/2020;03/02/2020;SMTMVT         ;W;R;R;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454094.001;02/29/2020;12/31/1899;BVT15          ;W;R;R;G98  ;82.5625;82 9/16;27;75.8750;75 7/8;68-3184-40     ;'3.5" X 16'' DAZZLE ANGORA -2';82.7500;82 3/4;68-3184-40     ;'3.5" X 16'' DAZZLE ANGORA -2'
3454100.001;02/29/2020;12/31/1899;BVT15LVR       ;;; ;G85  ;;;33;49.7500;49 3/4;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;;;;
3454103.001;02/29/2020;12/31/1899;BVT15          ;B;R;L;G85  ;104.7500;104 3/4;34;59.7500;59 3/4;68-9306-40     ;3.5X16CR DPLX WHT -2;105.0000;105;68-9306-40     ;3.5X16CR DPLX WHT -2
3454103.002;02/29/2020;12/31/1899;BVT15          ;B;R;L;G85  ;109.7500;109 3/4;35;59.5000;59 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;110.0000;110;68-9306-40     ;3.5X16CR DPLX WHT -2
3454103.003;02/29/2020;12/31/1899;BVT15          ;B;R;L;G85  ;59.7500;59 3/4;19;59.7500;59 3/4;68-9306-40     ;3.5X16CR DPLX WHT -2;60.0000;60;68-9306-40     ;3.5X16CR DPLX WHT -2
3454112.001;02/29/2020;03/02/2020;BVT15          ;B;L;S;G85  ;121.7500;121 3/4;40;63.5000;63 1/2;68-6697-40     ;'3.5"X16''GRGTOWN-S FLAX -3';122.0000;122;68-6497-40     ;'3.5"X16''CRWN GRGTOWN FLAX -3'
3454121.001;02/29/2020;12/31/1899;BVT15          ;B;R;S;G85  ;84.7500;84 3/4;28;59.5000;59 1/2;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2;85.0000;85;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2
3454121.002;02/29/2020;12/31/1899;BVT15          ;B;R;S;G85  ;84.7500;84 3/4;28;59.5000;59 1/2;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2;85.0000;85;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2
3454124.001;02/28/2020;12/31/1899;BVT15          ;W;R;R;G85  ;71.5000;71 1/2;23;92.0000;92;68-9307-40     ;3.5X16CR DPLX IVORY -3;71.7500;71 3/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3454133.001;02/29/2020;12/31/1899;BVT15          ;B;L;S;G85  ;69.5000;69 1/2;24;32.0000;32;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2;69.7500;69 3/4;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2
3454136.001;02/28/2020;12/31/1899;BVT15          ;B;L;S;G98  ;102.6875;102 11/16;34;55.6250;55 5/8;68-9306-40     ;3.5X16CR DPLX WHT -2;103.2500;103 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3454140.001;02/29/2020;12/31/1899;BVT15          ;B;R;S;G85  ;98.7500;98 3/4;32;65.4375;65 7/16;02484-01       ;3.5 BRGHTN TUNDRA BULK;99.0000;99;02484-01       ;3.5 BRGHTN TUNDRA BULK
3454140.002;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;40.7500;40 3/4;13;65.4375;65 7/16;02484-01       ;3.5 BRGHTN TUNDRA BULK;41.0000;41;02484-01       ;3.5 BRGHTN TUNDRA BULK
3454154.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;101.7500;101 3/4;33;96.5000;96 1/2;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4;103.6250;103 5/8;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4
3454198.001;02/28/2020;12/31/1899;BVT15          ;B;R;S;G98  ;103.4375;103 7/16;34;62.5000;62 1/2;68-6950-40     ;3.5X16 PARALLELS MESA -2;104.0000;104;68-6950-40     ;3.5X16 PARALLELS MESA -2
3454217.001;02/28/2020;12/31/1899;BVT15          ;W;L;L;G85  ;76.7500;76 3/4;25;86.4375;86 7/16;02553-33       ;3.5" HARMONY GLACIAL;77.0000;77;02553-33       ;3.5" HARMONY GLACIAL
3454223.001;02/28/2020;12/31/1899;BVT15LVR       ;;;;G98  ;;;80;96.0000;96;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;;;;
3454230.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;72.5000;72 1/2;24;62.9375;62 15/16;02484-19       ;3.5 BRGHTN WHITE BULK;72.7500;72 3/4;02484-19       ;3.5 BRGHTN WHITE BULK
3454238.001;02/28/2020;03/02/2020;BVT15          ;B;R;S;G98  ;123.4375;123 7/16;40;56.9375;56 15/16;02484-01       ;3.5 BRGHTN TUNDRA BULK;124.0000;124;02484-01       ;3.5 BRGHTN TUNDRA BULK
3454258.001;02/28/2020;12/31/1899;GVT15          ;B;R;S;G71  ;70.6250;70 5/8;24;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;70.7500;70 3/4;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454258.002;02/28/2020;12/31/1899;GVT15          ;B;L;S;G71  ;38.3750;38 3/8;14;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;38.5000;38 1/2;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454258.003;02/28/2020;12/31/1899;GVT15          ;B;L;S;G71  ;54.6250;54 5/8;18;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;54.7500;54 3/4;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454258.004;02/28/2020;12/31/1899;GVT15          ;B;R;S;G71  ;70.6250;70 5/8;24;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;70.7500;70 3/4;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454258.005;02/28/2020;12/31/1899;GVT15          ;B;L;S;G71  ;70.6250;70 5/8;24;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;70.7500;70 3/4;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454258.006;02/28/2020;12/31/1899;GVT15          ;B;L;S;G71  ;38.6250;38 5/8;14;34.7500;34 3/4;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;38.7500;38 3/4;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3454267.001;02/28/2020;12/31/1899;BVT15          ;B;R;R;G85  ;47.3750;47 3/8;15;34.0000;34;68-3330-41     ;3.5X82.5 LTHS S WHT -2;47.6250;47 5/8;68-3980-40     ;3.5X16 CRWN LTHS WHITE -2
3454267.002;02/28/2020;12/31/1899;BVT15          ;B;R;S;G85  ;107.3750;107 3/8;36;45.6250;45 5/8;68-3330-40     ;3.5X16 LTHS S WHITE -2;107.6250;107 5/8;68-3980-40     ;3.5X16 CRWN LTHS WHITE -2
3454284.001;02/28/2020;12/31/1899;BVT15          ;W;R;R;G85  ;73.7500;73 3/4;24;81.5000;81 1/2;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2;74.0000;74;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2
3454284.002;02/28/2020;12/31/1899;BVT15          ;B;L;S;G85  ;72.5000;72 1/2;24;56.0000;56;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2;72.7500;72 3/4;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2
3454284.003;02/28/2020;12/31/1899;BVT15          ;W;R;R;G85  ;65.7500;65 3/4;21;81.5000;81 1/2;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2;66.0000;66;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2
3454315.012;02/28/2020;03/02/2020;SMTMVT         ;W;L;L;;;;0;.;;68-3073-40     ;'3.5X16''.024 CROWN ALABASTER -2';;;;
3454324.002;02/28/2020;12/31/1899;BVT15          ;B;L;L;G98  ;97.4375;97 7/16;32;95.4375;95 7/16;02438-04       ;3.5" SHEFFIELD TUSCON;98.0000;98;02438-04       ;3.5" SHEFFIELD TUSCON
3454343.001;02/28/2020;03/02/2020;SSVT15         ;W;L;L;G71  ;93.6250;93 5/8;30;90.5000;90 1/2;68-6655-40     ;3.5X16 EMB CACHET SILVR DOLLR4;93.7500;93 3/4;68-6655-40     ;3.5X16 EMB CACHET SILVR DOLLR4
3454358.001;02/28/2020;03/02/2020;SSVT15         ;W;L;L;G71  ;80.2500;80 1/4;26;83.3750;83 3/8;68-3412-40     ;3.5X16 BRUSSELS WHITE -1;80.3750;80 3/8;68-3412-40     ;3.5X16 BRUSSELS WHITE -1
3454479.001;02/29/2020;12/31/1899;BVT15          ;B;L;S;G98  ;74.4375;74 7/16;24;59.5000;59 1/2;68-3610-40     ;3.5X16 RAPTURE HEATHER -2;75.0000;75;68-3610-40     ;3.5X16 RAPTURE HEATHER -2
3454480.001;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;77.7500;77 3/4;25;82.5000;82 1/2;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2';78.0000;78;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2'
3454493.001;02/29/2020;12/31/1899;BVT15          ;B;L;S;G85  ;79.7500;79 3/4;26;45.5000;45 1/2;68-9683-40     ;3.5X16HOMESPUN II S BEACH -3;80.0000;80;68-9113-40     ;3.5X16HOMESPUN II BEACH -3
3454493.002;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;51.7500;51 3/4;17;57.5000;57 1/2;68-9683-40     ;3.5X16HOMESPUN II S BEACH -3;52.0000;52;68-9113-40     ;3.5X16HOMESPUN II BEACH -3
3454493.003;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;51.7500;51 3/4;17;57.5000;57 1/2;68-9683-40     ;3.5X16HOMESPUN II S BEACH -3;52.0000;52;68-9113-40     ;3.5X16HOMESPUN II BEACH -3
3454539.001;02/29/2020;03/02/2020;BVT15VAL       ;; ;;;;;0;;;;;136.0000;136;68-3973-40     ;3.5X16 FIBER WHITE -2
3454544.001;02/29/2020;12/31/1899;BVT15          ;B;L;R;G98  ;69.9375;69 15/16;23;44.8750;44 7/8;68-3972-40     ;3.5X16 FIBER BUTTERCREAM -2;70.5000;70 1/2;68-3972-40     ;3.5X16 FIBER BUTTERCREAM -2
3454547.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;115.7500;115 3/4;37;88.5000;88 1/2;68-6698-40     ;'3.5"X16''GRGTOWN-S CPTOL HILL-2';116.0000;116;68-6498-40     ;'3.5"X16''CRWN GRGTOWN CAPTLHL-2'
3454556.001;02/29/2020;12/31/1899;BVT15LVR       ;;;L;G85  ;;;27;94.5000;94 1/2;68-6698-40     ;'3.5"X16''GRGTOWN-S CPTOL HILL-2';;;;
3454562.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;79.7500;79 3/4;26;100.4375;100 7/16;02672-10       ;3.5 GRASSES MAPLE;80.0000;80;02672-10       ;3.5 GRASSES MAPLE
3454572.001;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;68.7500;68 3/4;22;85.9375;85 15/16;02484-19       ;3.5 BRGHTN WHITE BULK;69.0000;69;02484-19       ;3.5 BRGHTN WHITE BULK
3454572.002;02/29/2020;12/31/1899;BVT15          ;B;R;L;G85  ;71.7500;71 3/4;23;86.9375;86 15/16;02484-03       ;3.5 BRGHTN GRAHAM CRACKER BULK;72.0000;72;02484-03       ;3.5 BRGHTN GRAHAM CRACKER BULK
3454572.003;02/29/2020;12/31/1899;BVT15          ;B;R;S;G85  ;45.7500;45 3/4;16;70.9375;70 15/16;02484-03       ;3.5 BRGHTN GRAHAM CRACKER BULK;46.0000;46;02484-03       ;3.5 BRGHTN GRAHAM CRACKER BULK
3454575.001;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;67.7500;67 3/4;22;82.0000;82;68-9306-41     ;3.5X82.5CR DPLX WHT -2;68.0000;68;68-9306-41     ;3.5X82.5CR DPLX WHT -2
3454575.002;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;78.2500;78 1/4;25;82.0000;82;68-9306-41     ;3.5X82.5CR DPLX WHT -2;78.5000;78 1/2;68-9306-41     ;3.5X82.5CR DPLX WHT -2
3454584.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;75.7500;75 3/4;25;82.5000;82 1/2;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;76.0000;76;68-9307-40     ;3.5X16CR DPLX IVORY -3
3454596.001;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;64.7500;64 3/4;21;78.5000;78 1/2;68-6796-40     ;3.5X16 CHENILLE BROWN -4;65.0000;65;68-6796-40     ;3.5X16 CHENILLE BROWN -4
3454601.001;02/29/2020;03/02/2020;SMTMVT         ;W;R;R;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454601.002;02/29/2020;03/02/2020;SMTMVT         ;W;R;R;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454601.003;02/29/2020;03/02/2020;SMTMVT         ;W;R;R;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454602.001;02/29/2020;03/02/2020;SMTMVT         ;W;L;L;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454602.002;02/29/2020;03/02/2020;SMTMVT         ;W;L;L;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454602.003;02/29/2020;03/02/2020;SMTMVT         ;W;L;L;;;;0;.;;68-3056-40     ;'3.5 X 16'' .024 CROWN WHITE -1';;;;
3454612.001;02/29/2020;12/31/1899;BVT15          ;B;R;R;G85  ;77.7500;77 3/4;25;96.5000;96 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;78.0000;78;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.002;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.8750;33 7/8;11;56.6250;56 5/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;34.1250;34 1/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.003;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;34.0000;34;11;56.5000;56 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;34.2500;34 1/4;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.004;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;22.0000;22;7;44.5000;44 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;22.2500;22 1/4;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.005;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;21.8750;21 7/8;7;44.5000;44 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;22.1250;22 1/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.006;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;22.0000;22;7;44.5000;44 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;22.2500;22 1/4;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.007;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;21.8750;21 7/8;7;44.3750;44 3/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;22.1250;22 1/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.008;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.7500;33 3/4;11;56.6250;56 5/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;34.0000;34;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.009;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.8750;33 7/8;11;56.3750;56 3/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;34.1250;34 1/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.01;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.6250;33 5/8;11;56.6250;56 5/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;33.8750;33 7/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.011;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.6250;33 5/8;11;56.3750;56 3/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;33.8750;33 7/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.012;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.7500;33 3/4;11;56.5000;56 1/2;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;34.0000;34;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454612.013;02/29/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.6250;33 5/8;11;57.0000;57;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2;33.8750;33 7/8;68-3895-40     ;3.5X16 CR WNDW WEAVES HEATH -2
3454613.001;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;83.7500;83 3/4;27;82.0000;82;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3';84.0000;84;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3'
3454613.002;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;73.7500;73 3/4;24;82.0000;82;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3';74.0000;74;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3'
3454623.001;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;75.7500;75 3/4;25;82.5000;82 1/2;68-3396-40     ;3.5X16 QTM S-SHP CHEVRE 2;76.0000;76;68-6874-40     ;3.5X16 EMB QUANTUM CHEVRE 2
3454637.001;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;77.7500;77 3/4;25;80.5000;80 1/2;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2;78.0000;78;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2
3454696.001;02/29/2020;03/02/2020;BVT15          ;B;L;S;G98  ;120.4375;120 7/16;40;62.9375;62 15/16;02574-41       ;3.5" TUVALU CREAM SILK;121.0000;121;02574-41       ;3.5" TUVALU CREAM SILK
3454699.001;02/29/2020;12/31/1899;GVT15          ;B;R;L;G71  ;74.8750;74 7/8;24;81.4375;81 7/16;02555-81       ;3.5" URBAN LOFT SKYLINE;75.0000;75;02555-81       ;3.5" URBAN LOFT SKYLINE
3454700.001;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;69.8125;69 13/16;23;75.8750;75 7/8;68-6950-40     ;3.5X16 PARALLELS MESA -2;70.0000;70;68-6950-40     ;3.5X16 PARALLELS MESA -2
3454706.001;02/29/2020;03/02/2020;BVT15LVR       ;;;;G98  ;;;10;87.9375;87 15/16;02434-13       ;3.5" CROSSWEAVE THATCHED ROOF;;;;
3454740.001;02/29/2020;03/02/2020;BVT15          ;B;R;S;G85  ;113.2500;113 1/4;38;54.5000;54 1/2;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4;113.5000;113 1/2;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4
3454759.001;02/29/2020;03/02/2020;BVT15          ;W;L;L;G85  ;88.7500;88 3/4;29;81.5000;81 1/2;68-9014-40     ;3.5X16 STOWE BONE -2;89.0000;89;68-9014-40     ;3.5X16 STOWE BONE -2
3454779.001;02/29/2020;03/02/2020;BVT15          ;W;R;R;G85  ;22.2500;22 1/4;7;44.7500;44 3/4;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;22.5000;22 1/2;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4
3454779.002;02/29/2020;03/02/2020;BVT15          ;W;L;L;G85  ;22.2500;22 1/4;7;44.7500;44 3/4;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;22.5000;22 1/2;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4
3454779.003;02/29/2020;03/02/2020;BVT15          ;W;R;R;G85  ;69.8750;69 7/8;23;92.5000;92 1/2;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;70.1250;70 1/8;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4
3454779.004;02/29/2020;03/02/2020;BVT15          ;W;L;L;G85  ;69.8750;69 7/8;23;92.5000;92 1/2;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;70.1250;70 1/8;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4
3454815.001;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;35.5625;35 9/16;12;53.5000;53 1/2;68-9303-40     ;3.5X16CR DPLX ALAB -2;35.7500;35 3/4;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3454815.002;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;35.5625;35 9/16;12;53.5000;53 1/2;68-9303-40     ;3.5X16CR DPLX ALAB -2;35.7500;35 3/4;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3454815.003;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;34.8125;34 13/16;12;53.8750;53 7/8;68-9303-40     ;3.5X16CR DPLX ALAB -2;35.0000;35;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3454815.004;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;34.8125;34 13/16;12;53.8750;53 7/8;68-9303-40     ;3.5X16CR DPLX ALAB -2;35.0000;35;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3454815.005;02/29/2020;03/02/2020;BVT15          ;W;L;L;G98  ;35.6875;35 11/16;12;53.8750;53 7/8;68-9303-40     ;3.5X16CR DPLX ALAB -2;35.8750;35 7/8;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3454816.001;02/29/2020;03/02/2020;BVT15          ;B;R;R;G85  ;66.7500;66 3/4;22;99.5000;99 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;67.0000;67;68-9306-41     ;3.5X82.5CR DPLX WHT -2
3454817.001;02/29/2020;12/31/1899;BVT15          ;W;L;L;G85  ;81.7500;81 3/4;26;84.5000;84 1/2;68-3612-40     ;3.5X16 RAPTURE BLEACH -2;82.0000;82;68-3612-40     ;3.5X16 RAPTURE BLEACH -2
3454817.002;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;82.7500;82 3/4;27;84.5000;84 1/2;68-3612-40     ;3.5X16 RAPTURE BLEACH -2;83.0000;83;68-3612-40     ;3.5X16 RAPTURE BLEACH -2
3454817.003;02/29/2020;12/31/1899;BVT15          ;W;R;R;G85  ;80.7500;80 3/4;26;87.9375;87 15/16;02438-05       ;3.5" SHEFFIELD ECLIPSE;81.0000;81;02438-05       ;3.5" SHEFFIELD ECLIPSE
3454838.001;02/29/2020;03/02/2020;BVT15          ;W;R;R;G85  ;76.7500;76 3/4;25;94.5000;94 1/2;68-3395-40     ;3.5X16 QTM S-SHP MODEL -3;77.0000;77;68-6881-40     ;3.5X16 EMB QTM MODEL -3
3454859.001;02/29/2020;12/31/1899;BVT15          ;B;L;R;G85  ;146.7500;146 3/4;47;79.5000;79 1/2;68-6693-40     ;'3.5"X16''GRGTOWN-S TWNY -3';147.0000;147;68-6493-40     ;'3.5"X16''CRWN GRGTOWN TWNY -3'
3454898.001;02/29/2020;12/31/1899;BVT15          ;B;R;L;G85  ;103.7500;103 3/4;34;63.5000;63 1/2;68-3186-40     ;3.5X16 CR DAZL WEATHERD FENC-2;104.0000;104;68-3186-40     ;3.5X16 CR DAZL WEATHERD FENC-2
3454932.001;02/29/2020;03/02/2020;BVT15          ;B;L;S;G98  ;190.1875;190 3/16;62;96.4375;96 7/16;02550-71       ;3.5" PRESCOTT FOSSIL;190.7500;190 3/4;02550-71       ;3.5" PRESCOTT FOSSIL
3454937.001;02/29/2020;12/31/1899;BVT15          ;W;R;R;G98  ;74.4375;74 7/16;24;83.2500;83 1/4;68-3771-40     ;3.5X16 CR LKFRST CLPSO COGNAC4;76.2500;76 1/4;68-3771-40     ;3.5X16 CR LKFRST CLPSO COGNAC4
